Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID
"Adedeji, Kazeem B.",57188719612,33,"Computer Science
Engineering
Environmental Science
Energy
Social Sciences
Physics and Astronomy
Materials Science
Agricultural and Biological Sciences
Mathematics
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Earth and Planetary Sciences
Decision Sciences
",
"Adedotun, Olufunto",58514846500,1,"Engineering
",
"Afolabi, David Olaulowa",57197875355,2,"Agricultural and Biological Sciences
Nursing
Environmental Science
",
"Ogunsuyi, Joy Aduralere",58305878800,1,"Agricultural and Biological Sciences
",
"Falarunu, James A.",57409144400,1,"Agricultural and Biological Sciences
",
"Odeyemi, Adegboyega Abel",57808840300,1,"Agricultural and Biological Sciences
",
"Awosanmi, Naomi Damilare",58498893700,1,"Multidisciplinary
",
"Olakuleyin, Fasilat",57202020916,1,"Agricultural and Biological Sciences
Earth and Planetary Sciences
",
"Agbonifo, Worship O.",57858769300,1,"Medicine
Nursing
",
"Olowokere, Olanike G.",57208319668,2,"Neuroscience
Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",0000-0001-5360-5087
"Rasaki, Oluwole Ejiwoye",25932386200,5,"Social Sciences
Arts and Humanities
",
"Taiwo, Ogunboyo Patrick",57197736131,11,"Computer Science
Energy
Engineering
Social Sciences
Physics and Astronomy
Mathematics
",
"Lawal, O. T.",57204924589,10,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Immunology and Microbiology
Chemical Engineering
Medicine
Multidisciplinary
",0000-0002-2690-1304
"Mercy, Avwenagbiku O.",57216696121,1,"Materials Science
Chemistry
",
"Adewoyin, Mary Ayobami",57537746200,2,"Agricultural and Biological Sciences
Chemistry
",
"Giwa, Adewunmi Rahmat",57249354300,1,"Agricultural and Biological Sciences
",
"Malikia, Omeiza Bayode",57222259749,1,"Engineering
",
"Omole, Felix Kayode",55434023300,6,"Economics, Econometrics and Finance
Social Sciences
Arts and Humanities
Business, Management and Accounting
Energy
Environmental Science
",
"Abaire, Kemi Elizabeth",57226359723,1,"Agricultural and Biological Sciences
",
"Araoye, Obafemi O.",56440053400,1,"Medicine
Social Sciences
Environmental Science
",
"Elufisan, O. O.",57321395300,1,"Agricultural and Biological Sciences
",
"Kebe, Ibourahima",56884604800,6,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Engineering
",
"Taiwo, Blessing Olamide",57781469900,8,"Earth and Planetary Sciences
Engineering
Environmental Science
Arts and Humanities
Energy
Social Sciences
Agricultural and Biological Sciences
Computer Science
",0000-0002-6168-1300
"Akinkunmi, Olutayo Gabriel",57205453257,1,"Engineering
",
"Enahoro, Gloria Ebarunosen",56856753000,1,"Environmental Science
",
"Ogungbile, Abel",57206893037,3,"Computer Science
Physics and Astronomy
",
"Babatunde, Olamide Joshua",57801295000,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",
"Ajayi, Oladele Samuel",7006359497,26,"Environmental Science
Medicine
Physics and Astronomy
Health Professions
Energy
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Materials Science
Multidisciplinary
",
"Akinmulewo, K. P.",57471263400,1,"Energy
Environmental Science
",
"Oye, Adedamola",56491079800,1,"Engineering
Materials Science
Environmental Science
",
"Oyerinde, Ayodeji M.",57994293800,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemistry
Medicine
",
"Ajayi, Olumuyiwa Olubode",35564606000,22,"Environmental Science
Chemical Engineering
Materials Science
Chemistry
Engineering
Earth and Planetary Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
Social Sciences
Agricultural and Biological Sciences
Nursing
Physics and Astronomy
Energy
Pharmacology, Toxicology and Pharmaceutics
",
"Ojo, Deborah O.",57328310900,1,"Agricultural and Biological Sciences
",
"Adeosun, Femi Emmanuel",57412086400,1,"Engineering
",
"Akande, M. O.",58089723600,1,"Multidisciplinary
",
"Famakinwa, Ademola",57328677900,1,"Agricultural and Biological Sciences
",
"Ejiola, Mafimisebi Taiwo",53871242300,2,"Agricultural and Biological Sciences
Social Sciences
",
"Olayinka, Haleem Jeleel",55583664500,2,"Engineering
",
"Steve, Ijarotimi Oluwole",57868816300,1,"Agricultural and Biological Sciences
Nursing
",
"Oluleye, Ayodeji",55939121200,11,"Environmental Science
Earth and Planetary Sciences
Energy
Medicine
Materials Science
Agricultural and Biological Sciences
Decision Sciences
",
"Ajibade, Olumide Alaba",57211413940,3,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Medicine
Earth and Planetary Sciences
Chemistry
Computer Science
",
"Adebisi, Adeyemi S.",58486037800,1,"Physics and Astronomy
Mathematics
Chemistry
",
"Akinsowon, O. A.",56077956500,1,"Computer Science
",
"Akomolafea, O. M.",57738082000,1,"Agricultural and Biological Sciences
",
"Akindulureni, Elizabeth Damilola",57210144955,1,"Environmental Science
Energy
",
"Aderinola, O. S.",56185501400,2,"Earth and Planetary Sciences
",
"Ojo, Olubukola Benedicta",57197798822,8,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Neuroscience
",0000-0001-9901-3335
"Olujimi, Julius",24309270800,2,"Environmental Science
Agricultural and Biological Sciences
Multidisciplinary
",0000-0003-1493-2792
"Simon-Oke, Iyabo Adepeju",57211083226,5,"Multidisciplinary
Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",
"Olarenwaju, Samuel O.",57204948559,1,"Engineering
Computer Science
",
"Bamidele, F.",57192660884,1,"Agricultural and Biological Sciences
",
"Onanuga, Omotayo Adebayo",57223021582,1,"Business, Management and Accounting
Health Professions
Medicine
Biochemistry, Genetics and Molecular Biology
",
"Oluwole, Abiodun Mayowa",57878653300,1,"Engineering
Agricultural and Biological Sciences
Chemical Engineering
",
"Ogundepo, T. M.",57213352961,1,"Physics and Astronomy
",
"Oyerinde, Ajiboye Solomon",55542003900,4,"Agricultural and Biological Sciences
Chemical Engineering
Engineering
Environmental Science
",
"Folorunsho, Oluwajuwon E.",57806856800,2,"Engineering
Materials Science
",
"Emmanuel, Imuetinyan",57207105190,1,"Engineering
Environmental Science
",
"Ejeh, Ocheje J.",57221969747,1,"Physics and Astronomy
Materials Science
Earth and Planetary Sciences
Chemical Engineering
Environmental Science
Engineering
",
"Omosuyi, Gregory Oluwole",6506399346,7,"Environmental Science
Earth and Planetary Sciences
Multidisciplinary
Agricultural and Biological Sciences
Decision Sciences
",
"Oyinbogbola, Grace Jadesola",57759934200,1,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",
"Adenrele, Alabi Okunola",57802162900,1,"Environmental Science
Medicine
",
"Ola Salawu, Sule",57371682700,1,"Agricultural and Biological Sciences
Chemistry
",
"Ogunrinde, Abibat Motunrayo",57201880993,1,"Agricultural and Biological Sciences
",
"Alli, Saheed A.",57221959952,3,"Earth and Planetary Sciences
Energy
Chemical Engineering
Physics and Astronomy
Materials Science
Environmental Science
Engineering
Chemistry
",
"Oluwaferanmi, Patience Morayo",57046057100,1,"Agricultural and Biological Sciences
",
"Akerele, Gbenga P.",57223129762,4,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Medicine
Chemistry
Agricultural and Biological Sciences
",
"Omoboyeje, O. V.",57189509517,1,"Environmental Science
",
"Fidelis, Obinna Peter",57220037666,13,"Medicine
Biochemistry, Genetics and Molecular Biology
Engineering
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
Health Professions
Agricultural and Biological Sciences
Psychology
",
"Arogunjo, Muyiwa A.",55191246200,4,"Environmental Science
Physics and Astronomy
Earth and Planetary Sciences
Agricultural and Biological Sciences
Medicine
",
"Anjorin, S. A.",57213353406,3,"Physics and Astronomy
Engineering
",
"Abiodun Makinde-Isola, Baraka",57914156300,1,"Materials Science
",
"Atilola, Jesutola R.",57998256800,1,"Medicine
",
"Balogun, B. D.",57190936386,1,"Pharmacology, Toxicology and Pharmaceutics
",
"Olatayo, Alabi",57211375538,1,"Physics and Astronomy
",
"Adelowo, Oluwabunkunmi Tomi",57188632179,1,"Engineering
",
"Oluwadare, Samuel Adebayo",54403515700,10,"Computer Science
Mathematics
Decision Sciences
Engineering
",
"Ayodeji, Agbolade Olaide",57193611571,1,"Engineering
Energy
Computer Science
Chemical Engineering
",0000-0002-8309-1459
"Adesoji, J. I.",35095974200,1,"Physics and Astronomy
Materials Science
",
"Omoniyi, Olubode Olukunle",57436421500,1,"Materials Science
Engineering
Earth and Planetary Sciences
",
"Ipadeola, Deborah Adeola",57224977636,1,"Social Sciences
Arts and Humanities
",
"Olutomilola, Emmanuel Olatunji",57222257997,10,"Engineering
Business, Management and Accounting
Multidisciplinary
Materials Science
Chemical Engineering
Mathematics
Chemistry
",0000-0002-0604-7526
"Adesida, G.",36436822700,1,"Health Professions
Medicine
",
"Olaiya, O. V.",55884555600,1,"Immunology and Microbiology
Medicine
Nursing
Veterinary
",
"Olopade, A. J.",34768696300,1,"Agricultural and Biological Sciences
Nursing
",
"Ugoje, Francis F.",55789328200,1,"Business, Management and Accounting
",
"Fabiyi, James Sunday",15831917700,18,"Materials Science
Environmental Science
Engineering
Agricultural and Biological Sciences
Physics and Astronomy
Chemical Engineering
Chemistry
Earth and Planetary Sciences
Multidisciplinary
",
"Owoyemi, Helen Tola",56942413400,2,"Materials Science
Engineering
Computer Science
Chemical Engineering
",
"Adetula, Yomi Vincent",57417930900,3,"Environmental Science
Materials Science
Medicine
",
"Eze, Henry Ikechukwu",56942505100,1,"Engineering
Materials Science
Chemical Engineering
",
"Adekunle, Amoo Isiaka",55906819200,1,"Physics and Astronomy
Mathematics
Materials Science
Chemistry
",
"Ibhaze, G. A.",57196456456,2,"Agricultural and Biological Sciences
",
"Akinyemi, Olayinka Janet",57695853100,1,"Agricultural and Biological Sciences
",
"Oluwamide, Akin Daniel",57223046882,1,"Economics, Econometrics and Finance
Energy
",
"Oluwafemi, Ayoyemi",57211849147,1,"Materials Science
Physics and Astronomy
Chemistry
",
"Kareem, Affan Idowu",57223266782,2,"Physics and Astronomy
Earth and Planetary Sciences
",
"Oladejo, H. B.",57203411344,2,"Mathematics
",
"Olanrewaju, S. O.",57193020875,2,"Engineering
Materials Science
Computer Science
",
"Olopha, Paul Omoh",57212526478,2,"Medicine
Multidisciplinary
",
"Oguntade, E. O.",36948956800,1,"Engineering
Materials Science
",
"Solomon Josiah, Sunday",57474549100,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",
"Omonijo, L. I.",17135595300,1,"Agricultural and Biological Sciences
",
"Ayeni, Dorcas A.",55923078200,3,"Engineering
Environmental Science
Energy
Social Sciences
",
"Adebayo, Adeniyi Abiodun",57193796553,33,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Nursing
Environmental Science
Engineering
Neuroscience
Multidisciplinary
Chemical Engineering
Chemistry
",0000-0002-7428-0119
"Ajayi, Mary Adebola",16027802600,3,"Social Sciences
",
"Obaseki, Olubunmi O.",30567487300,1,"Chemistry
",
"Ojo, O. I.",7102680583,1,"Agricultural and Biological Sciences
",
"Adegbola, Deborah Olayinka",57211494919,1,"Medicine
",
"Adeboboye, Covenant Femi",57221161375,3,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Agricultural and Biological Sciences
Medicine
Computer Science
",
"Oladipo, Oladeji Sunday",57955392600,1,"Arts and Humanities
Social Sciences
",
"Akinladejo, Valentine T.",57201128194,1,"Biochemistry, Genetics and Molecular Biology
Chemistry
Pharmacology, Toxicology and Pharmaceutics
",
"Adegunloye, Deke V.",12143650200,12,"Agricultural and Biological Sciences
Medicine
Environmental Science
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Nursing
",
"Adedayo, Bukola Christiana",54929896400,15,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Environmental Science
Chemistry
Chemical Engineering
Engineering
Multidisciplinary
",0000-0002-3229-3456
"Faloye, Olatunde F.",57188564774,2,"Agricultural and Biological Sciences
Nursing
",
"Fasanya, Oluwafunmibi O.",58100831900,1,"Engineering
",
"Isijola, David Olufemi",57218885759,1,"Social Sciences
Economics, Econometrics and Finance
",
"Bello, Fatai Olumide",56083851700,7,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",
"Ibukun, Emmanuel Oluwafemi",16417053600,23,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Medicine
Engineering
Environmental Science
Nursing
Chemical Engineering
Immunology and Microbiology
Physics and Astronomy
Chemistry
Neuroscience
",
"Titiladunayo, Isaac Femi",55503931700,14,"Energy
Engineering
Environmental Science
Computer Science
Physics and Astronomy
Chemical Engineering
Materials Science
Decision Sciences
Social Sciences
Chemistry
",
"Ogunmolu, Funso Emmanue",57222814379,2,"Immunology and Microbiology
Earth and Planetary Sciences
Environmental Science
",
"Olasoji Yekeen, O.",58205201600,1,"Engineering
",
"Adeniyi, S. T.",57202050331,1,"Physics and Astronomy
Energy
Social Sciences
Engineering
Computer Science
",
"Adegboye, O. O.",35073444200,1,"Biochemistry, Genetics and Molecular Biology
",
"Akinradewo, Festus O.",55217778600,1,"Engineering
",
"Mafimisebi, Taiwo Ejiola",12143290600,9,"Social Sciences
Agricultural and Biological Sciences
Economics, Econometrics and Finance
Medicine
Multidisciplinary
Environmental Science
Computer Science
",
"Olurinde, Lafe",57213353859,1,"Energy
Social Sciences
Mathematics
Engineering
Computer Science
",
"Sawe, Funmi Olubode",56290289100,1,"Computer Science
Social Sciences
",
"Adegboyega, Abdul Azeez Suleiman",57219246947,1,"Computer Science
Earth and Planetary Sciences
Social Sciences
",
"Oladayo, Taiwo Olarotimi",58102558500,1,"Computer Science
Energy
Environmental Science
Social Sciences
",
"Jafaar, Lasisi",57211124914,1,"Materials Science
",
"Adebayo, Adebowale Daniel",57525743800,1,"Environmental Science
Social Sciences
",
"Owolabi, Lawrence O.",57218337790,1,"Agricultural and Biological Sciences
",
"Adebayo, Matthew Ayorinde",22950037100,53,"Environmental Science
Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Chemical Engineering
Engineering
Medicine
Agricultural and Biological Sciences
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Earth and Planetary Sciences
Business, Management and Accounting
Energy
",0000-0002-6009-4075
"Yusuf, Tunde Tajudeen",55446777700,7,"Chemistry
Computer Science
Mathematics
Medicine
Environmental Science
Engineering
Physics and Astronomy
Business, Management and Accounting
Multidisciplinary
Agricultural and Biological Sciences
",0000-0001-7659-5467
"Afolabi, O. J.",57211080152,3,"Immunology and Microbiology
Medicine
Multidisciplinary
",0000-0002-8134-8222
"Ayodele, B. C.",55569888500,1,"Agricultural and Biological Sciences
Engineering
Chemical Engineering
",
"Okoko, Favour O.",57223152514,1,"Medicine
Environmental Science
",
"Olotuah, Abiodun Olukayode",15820975700,24,"Social Sciences
Engineering
Environmental Science
Economics, Econometrics and Finance
Arts and Humanities
Business, Management and Accounting
Energy
Earth and Planetary Sciences
Multidisciplinary
Computer Science
",0000-0002-2720-3487
"Oladele, Oluwole Olakunle",37059555400,5,"Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",
"Ifesan, Beatrice Olawumi Temilade",16304238200,17,"Agricultural and Biological Sciences
Immunology and Microbiology
Medicine
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Engineering
Environmental Science
Chemistry
",
